doc_id,topic,topic_prob,sent_score
1,4,0.7679646382786077,10.0
2,0,0.233365867379707,8.3
3,-1,,6.3
4,-1,,5.8
5,-1,,9.2
6,0,0.5988361225938833,10.0
7,0,1.0,8.3
8,7,0.45176375308760247,6.3
9,0,0.5766443087633273,10.0
10,5,0.17508360162947073,6.3
11,12,1.0,9.6
12,6,1.0,7.9
13,0,0.0940764825227696,9.6
14,0,0.5364487798225289,8.8
15,2,1.0,9.2
16,12,0.6384203912690107,10.0
17,0,1.0,10.0
18,0,0.11327325258820282,10.0
19,13,1.0,7.9
20,-1,,10.0
21,6,0.19611695378397917,5.4
22,0,0.4143977525974495,8.8
23,7,0.19469874344887805,10.0
24,-1,,6.3
25,-1,,8.8
26,-1,,8.3
27,-1,,9.6
28,-1,,7.5
29,-1,,8.3
30,-1,,10.0
31,1,0.21873978172463227,6.3
32,0,0.7896036934533223,7.5
33,-1,,7.9
34,-1,,5.0
35,0,1.0,9.2
36,11,1.0,9.6
37,6,1.0,6.7
38,-1,,8.3
39,3,1.0,5.8
40,-1,,8.3
41,-1,,7.1
42,-1,,9.2
43,12,1.0,10.0
44,9,1.0,8.3
45,1,0.5919230540598408,6.3
46,2,1.0,8.3
47,8,0.10257302900510841,7.9
48,4,0.1062550033840968,9.6
49,1,0.25106771607451317,10.0
50,-1,,7.5
51,2,0.3572153413405595,7.5
52,5,1.0,8.3
53,3,0.0645041568869241,6.3
54,3,1.0,3.8
55,0,0.2371617661795698,10.0
56,-1,,9.6
57,1,1.0,8.3
58,-1,,10.0
59,4,0.30325742803097683,3.8
60,-1,,7.5
61,1,1.0,8.8
62,1,0.5341270860587006,9.6
63,-1,,10.0
64,1,0.33153607407232155,6.7
65,12,1.0,9.6
66,-1,,8.8
67,5,0.2120341412298005,7.1
68,0,0.8698260633315253,9.6
69,1,0.22704376056202216,9.2
70,5,0.13902421994708936,7.5
71,3,0.06764268868967128,10.0
72,10,0.46408866644158603,8.8
73,0,0.26147289540336704,9.6
74,-1,,10.0
75,-1,,10.0
76,11,0.12626074325780529,10.0
77,5,0.22453152708597326,9.6
78,-1,,10.0
79,14,1.0,6.7
80,11,1.0,9.6
81,-1,,8.8
82,-1,,9.6
83,5,0.052134202730598184,9.6
84,-1,,5.8
85,-1,,8.3
86,-1,,10.0
87,-1,,9.2
88,0,1.0,9.6
89,8,0.801038347938828,7.9
90,-1,,6.7
91,2,0.2049512916503435,9.2
92,0,0.6126912419390045,7.5
93,-1,,4.2
94,-1,,3.8
95,0,0.5363970254099465,8.3
96,-1,,9.6
97,1,0.14515635949588443,8.3
98,-1,,7.5
99,2,0.6127018047532837,10.0
100,10,1.0,8.8
101,8,0.6372381702960986,9.2
102,0,0.32182688586672487,10.0
103,-1,,10.0
104,9,1.0,9.2
105,5,0.1570743303497658,8.8
106,2,1.0,10.0
107,1,0.693739335141149,7.1
108,0,0.27273373271186446,10.0
109,0,1.0,8.3
110,8,1.0,7.5
111,1,0.5453266761784098,9.6
112,0,0.34468381803166626,7.5
113,2,0.7247077699236062,7.9
114,0,0.24405760355763687,10.0
115,1,0.49077795419409137,7.1
116,-1,,10.0
117,7,0.16508257566375562,9.6
118,-1,,8.8
119,13,0.3397722804162804,9.6
120,0,1.0,10.0
121,-1,,9.2
122,3,0.15098840663484442,8.8
123,8,0.5325081153682031,7.1
124,8,1.0,6.3
125,-1,,9.2
126,3,0.07680277536114677,5.4
127,-1,,8.8
128,-1,,8.3
129,2,1.0,7.5
130,6,0.8274062112350516,9.2
131,10,0.24929445146201903,7.5
132,-1,,8.8
133,8,0.11282518139386667,10.0
134,7,0.28059116250986177,5.8
135,0,0.28280390475072864,9.2
136,0,0.13479262264171277,10.0
137,12,0.4096627704718037,9.2
138,3,0.3795089333807562,7.9
139,4,1.0,9.2
140,1,1.0,7.9
141,1,0.27256694665223874,7.1
142,-1,,7.9
143,9,0.23947056433857225,9.6
144,-1,,9.6
145,-1,,9.6
146,1,0.6371679024277829,8.8
147,2,1.0,9.2
148,0,0.3179422586599528,9.6
149,-1,,2.5
150,0,0.23562587716737954,10.0
151,4,0.8269720820060548,10.0
152,4,0.2631680052802295,10.0
153,0,0.5904547144108033,10.0
154,-1,,7.1
155,0,0.33854222553925883,8.3
156,0,0.3437682277020334,9.6
157,-1,,9.6
158,8,0.055415837990146856,9.6
159,0,0.30445652155291986,7.9
160,6,0.5524461045985377,9.6
161,-1,,8.3
162,0,1.0,9.6
163,-1,,9.6
164,0,0.22709562751796014,8.8
165,-1,,7.9
166,2,0.6257764908123848,10.0
167,0,0.6088485424962824,8.8
168,0,0.31975702221140784,10.0
169,8,1.0,8.8
170,3,0.08781711955718408,6.3
171,-1,,9.2
172,0,0.4391123955247438,10.0
173,1,0.3254439455115018,8.8
174,1,1.0,7.1
175,4,0.2003633449875614,10.0
176,-1,,3.3
177,2,0.6588523226168814,7.9
178,0,0.2613632697828394,8.8
179,0,0.3201929127788241,9.6
180,12,1.0,9.6
181,3,0.10344259043351049,9.2
182,-1,,7.5
183,2,0.6997865496699247,9.6
184,-1,,6.7
185,-1,,10.0
186,0,0.19803688106096717,10.0
187,1,0.35331301851687796,9.6
188,-1,,10.0
189,-1,,9.6
190,13,1.0,10.0
191,6,0.42691259442786367,7.9
192,-1,,9.6
193,1,0.6739722201183297,7.9
194,1,0.5401416422550441,9.6
195,12,0.4690777188560373,6.3
196,-1,,8.8
197,-1,,3.3
198,2,1.0,9.2
199,2,0.5129961880804581,8.8
200,4,0.1864913371319765,9.6
201,10,1.0,7.9
202,2,0.4433412624053334,10.0
203,-1,,6.3
204,7,0.31505724591202505,10.0
205,4,0.7732798007468734,10.0
206,-1,,8.8
207,2,0.4268020347778292,5.0
208,1,1.0,5.8
209,-1,,9.6
210,5,0.3285753855450066,8.8
211,10,1.0,10.0
212,0,0.3169319062151392,9.6
213,0,0.19925593918877857,7.5
214,14,1.0,8.3
215,-1,,5.8
216,3,0.5343790165376276,5.8
217,2,0.3416247482619179,5.0
218,3,0.06766877632126522,9.6
219,-1,,8.3
220,8,1.0,7.9
221,1,0.46649126731165197,10.0
222,2,0.6449854477340912,8.3
223,6,0.6641156438441478,7.5
224,12,1.0,7.9
225,11,1.0,10.0
226,0,0.0905946824848933,7.5
227,10,0.36880025013126316,9.6
228,0,0.1352779187355961,7.9
229,-1,,9.2
230,-1,,5.8
231,2,1.0,8.3
232,-1,,4.2
233,2,0.2734268975611804,10.0
234,-1,,8.8
235,7,0.6068024013947793,9.2
236,-1,,6.7
237,0,0.7000903103338708,7.5
238,0,0.3352063647179515,8.8
239,-1,,4.6
240,10,1.0,10.0
241,3,0.4802624858879979,6.3
242,0,0.20474173328352838,9.6
243,-1,,7.5
244,-1,,9.2
245,-1,,8.3
246,-1,,7.5
247,7,0.2339542710543581,10.0
248,1,0.19371288375996237,8.3
249,0,0.6822204811796695,10.0
250,0,0.27959854077348073,9.6
251,10,0.18636748684835105,7.9
252,13,1.0,10.0
253,0,0.1634807093619093,10.0
254,-1,,9.6
255,-1,,8.3
256,6,0.3924433121808076,6.3
257,2,1.0,10.0
258,0,0.09807986753390188,10.0
259,-1,,9.2
260,-1,,9.2
261,0,0.06543233538462596,7.1
262,0,0.3017359071622442,8.3
263,-1,,6.7
264,0,0.28198409281121356,10.0
265,0,1.0,10.0
266,1,0.3194171022444232,8.8
267,2,0.6040888815838977,2.5
268,0,0.25534248088187605,10.0
269,-1,,9.6
270,4,0.317582466358213,10.0
271,-1,,2.5
272,-1,,5.4
273,11,1.0,10.0
274,-1,,6.7
275,-1,,9.2
276,0,0.5530088250684835,10.0
277,0,0.21452491859601525,9.6
278,6,0.29842413643208526,4.2
279,0,0.1262663632175084,9.6
280,2,0.4870039577406225,7.1
281,0,0.46553928330393796,10.0
282,-1,,4.2
283,-1,,8.3
284,0,0.29812575632866045,9.2
285,-1,,2.5
286,-1,,9.4
287,1,0.6024214330945525,10.0
288,-1,,8.3
289,2,0.5150069243028361,7.9
290,3,0.06136363100934249,10.0
291,14,1.0,6.3
292,9,0.2431883724420299,8.8
293,0,0.23742052184643128,9.2
294,0,0.4351588052393254,9.2
295,4,0.6535088385968243,7.1
296,2,0.7876099263688199,10.0
297,7,0.10328253442575147,9.6
298,1,0.1590330644657313,5.8
299,4,1.0,10.0
300,6,0.3277091763084995,8.8
301,0,1.0,8.8
302,-1,,6.7
303,-1,,5.8
304,1,0.24519776337127197,7.1
305,0,0.30191608409069026,8.3
306,5,0.1595614479404022,9.6
307,5,1.0,8.8
308,1,0.4030824687983254,10.0
309,3,0.09724978329615158,10.0
310,7,1.0,6.3
311,5,0.4584870777523734,6.7
312,-1,,6.7
313,0,0.5472609209455704,8.8
314,0,0.41695466386677993,6.7
315,0,0.10691916938909292,9.0
316,-1,,7.9
317,1,0.2529525654019029,9.2
318,10,0.5153882560764405,10.0
319,4,0.10109342885581842,8.8
320,0,0.6474726964925269,10.0
321,-1,,8.8
322,0,0.1514243824494459,9.2
323,1,0.07481917670091215,7.5
324,-1,,9.6
325,2,0.5875403956675487,8.3
326,0,1.0,8.8
327,1,0.21610042648263653,8.8
328,-1,,7.9
329,-1,,9.6
330,0,0.1905556922742467,10.0
331,5,0.21284787817112255,8.8
332,-1,,5.4
333,0,0.263614649942707,6.3
334,7,1.0,7.5
335,0,0.4328322513881566,10.0
336,-1,,8.3
337,0,0.43707289223859425,10.0
338,9,0.15005988590256034,7.5
339,-1,,10.0
340,6,0.8017341929072049,2.9
341,-1,,7.1
342,5,1.0,6.3
343,0,0.20198706993010485,10.0
344,0,0.26788507082524393,10.0
345,4,0.39140520883377694,10.0
346,14,1.0,9.5
347,1,1.0,8.3
348,5,1.0,9.2
349,4,0.43374787272841153,10.0
350,-1,,8.8
351,1,0.4177560619947217,9.6
352,4,0.24085407987591317,6.7
353,0,0.29167430526818017,9.2
354,1,0.22357744398696974,7.5
355,4,0.674126465177364,9.6
356,3,0.061943852909864754,3.3
357,2,0.6568385762248189,8.3
358,11,1.0,10.0
359,-1,,5.8
360,10,1.0,9.6
361,-1,,10.0
362,-1,,10.0
363,1,1.0,9.2
364,-1,,9.2
365,0,0.20538219323231774,7.9
366,-1,,10.0
367,-1,,9.6
368,-1,,9.2
369,-1,,8.3
370,13,1.0,10.0
371,-1,,9.2
372,0,0.41771930370812677,10.0
373,0,1.0,9.6
374,0,0.3534709670596258,9.2
375,3,0.09551013060616877,10.0
376,12,0.2150164404128333,6.7
377,7,0.11583532253111137,8.3
378,12,1.0,10.0
379,5,0.30583249148546876,8.8
380,1,1.0,10.0
381,1,0.510968083685514,9.6
382,1,0.34444819375445107,10.0
383,2,1.0,10.0
384,10,1.0,7.5
385,3,0.2072509622090124,9.6
386,0,0.2799913505210211,10.0
387,-1,,7.5
388,1,1.0,10.0
389,0,0.12441259240819323,10.0
390,1,0.4205932063248261,6.7
391,7,0.40966530268140655,8.8
392,9,0.7455566354997006,10.0
393,-1,,8.8
394,1,1.0,5.8
395,0,0.23666733261441816,10.0
396,0,0.2811053771507432,9.6
397,-1,,7.5
398,2,0.6074966402270486,10.0
399,-1,,8.8
400,3,0.19141956424424025,9.2
401,0,0.4109360230804435,9.6
402,0,0.13223919925409094,9.2
403,2,0.4988532188761537,6.7
404,-1,,10.0
405,11,0.3088979262810571,10.0
406,0,0.4024829027973257,10.0
407,1,1.0,9.2
408,12,1.0,7.1
409,2,0.4406140520187621,10.0
410,3,0.2766728113262012,7.5
411,0,0.501469728420239,6.7
412,9,1.0,8.8
413,0,0.3331460472307067,9.6
414,-1,,9.2
415,5,0.10799499149578508,4.6
416,6,0.8434660969271678,3.3
417,0,0.13221686869183416,10.0
418,3,0.4267934956483063,8.3
419,0,0.25211834359745294,9.2
420,1,0.2573350745636446,10.0
421,3,0.18555293473137774,2.9
422,0,0.6162006180665932,10.0
423,0,1.0,9.6
424,11,0.15378123233688634,10.0
425,-1,,10.0
426,13,0.6964022594613115,8.3
427,0,1.0,8.3
428,1,0.3390039895251068,10.0
429,0,1.0,8.3
430,3,0.28779221165782254,8.8
431,5,0.4485192283479762,7.5
432,0,0.32021956106095345,9.6
433,-1,,10.0
434,0,1.0,10.0
435,2,1.0,9.6
436,-1,,5.8
437,3,1.0,7.1
438,1,0.24273863408534402,8.8
439,-1,,7.1
440,0,0.31719722412254336,8.3
441,-1,,7.9
442,3,0.05988294948590768,10.0
443,-1,,7.5
444,9,0.45443329445474123,8.3
445,4,0.5068000820880821,10.0
446,-1,,9.2
447,-1,,8.8
448,0,0.20244485212668367,9.6
449,10,0.18583906865077124,7.9
450,0,0.38274693075989813,9.6
451,7,0.20461834111214958,6.7
452,2,1.0,7.9
453,1,0.3303309206863754,9.6
454,-1,,8.0
455,3,0.2506244020658824,8.3
456,12,0.5365392785195404,9.6
457,7,0.332500197471746,5.8
458,0,0.16561770202703885,2.5
459,0,1.0,9.2
460,-1,,5.4
461,-1,,8.8
462,-1,,3.3
463,0,0.20296453562210254,3.8
464,11,0.5358151213313113,10.0
465,9,1.0,9.2
466,-1,,7.5
467,-1,,10.0
468,9,0.7084813970926249,10.0
469,0,0.28462605901188004,6.3
470,0,0.2603491979354521,7.9
471,1,1.0,10.0
472,-1,,9.6
473,-1,,9.2
474,3,0.18200945224538573,8.3
475,-1,,8.3
476,0,1.0,8.3
477,-1,,3.3
478,0,1.0,9.6
479,-1,,7.9
480,6,0.6061467985111635,7.9
481,10,0.5299777938918566,8.3
482,0,0.4305856039502228,9.6
483,1,0.40050091984118613,9.6
484,1,0.19664942021585113,10.0
485,-1,,5.8
486,1,1.0,9.2
487,1,0.48988484791100273,8.3
488,5,1.0,8.3
489,4,0.19552058548571355,10.0
490,4,1.0,9.6
491,5,1.0,7.5
492,0,1.0,10.0
493,0,0.09458998489965206,9.6
494,-1,,9.6
495,-1,,9.6
496,-1,,8.3
497,1,0.3162975790798736,9.6
498,0,0.3647160236430479,10.0
499,9,1.0,9.6
500,3,0.06750633081024256,6.3
501,0,0.2437505093875076,7.9
502,-1,,10.0
503,7,0.3079380643294762,7.9
504,-1,,4.2
505,-1,,5.4
506,-1,,10.0
507,0,0.16783186413575538,8.8
508,11,0.7899598088859011,7.9
509,1,0.5089532901178179,9.2
510,5,0.16585878504615123,7.9
511,8,1.0,8.3
512,0,0.28395235036709826,9.6
513,-1,,10.0
514,-1,,7.5
515,1,0.18867436680084346,8.8
516,1,0.2639217151796536,9.2
517,13,1.0,10.0
518,-1,,10.0
519,2,0.5334987723799988,10.0
520,3,1.0,10.0
521,0,0.19146218956444477,10.0
522,1,1.0,9.2
523,4,1.0,8.8
524,1,0.5931153949189376,10.0
525,0,1.0,9.2
526,-1,,9.2
527,1,0.4519764523201256,8.8
528,-1,,7.5
529,-1,,8.8
530,-1,,5.4
531,-1,,9.2
532,-1,,10.0
533,-1,,9.6
534,13,1.0,10.0
535,-1,,3.3
536,1,0.20854358868271083,6.3
537,-1,,10.0
538,3,0.22424847964900566,2.5
539,5,1.0,7.5
540,-1,,10.0
541,0,0.23639201808695104,5.8
542,4,0.03931779338874921,2.5
543,-1,,8.8
544,5,0.19293546833890415,8.3
545,3,0.2587143729410693,2.5
546,-1,,6.7
547,-1,,6.3
548,3,0.07197584336913453,9.2
549,10,1.0,7.9
550,-1,,6.3
551,10,1.0,9.2
552,-1,,8.8
553,-1,,10.0
554,-1,,10.0
555,2,0.5388276370126333,10.0
556,0,0.17390451533257786,10.0
557,0,0.4969391251419235,10.0
558,-1,,10.0
559,9,1.0,9.6
560,0,0.31240596180366476,10.0
561,2,0.44323472985424,8.8
562,4,1.0,10.0
563,0,0.29045311110075495,6.3
564,-1,,8.8
565,14,1.0,7.9
566,-1,,7.5
567,-1,,10.0
568,10,0.157593147319477,9.6
569,1,0.2051223363742254,9.6
570,10,1.0,9.6
571,-1,,8.3
572,4,0.19565788177233423,9.6
573,3,0.06911469834957944,8.8
574,-1,,6.3
575,0,0.19988276087082962,9.6
576,-1,,8.8
577,6,1.0,7.5
578,1,0.2142648157009926,8.3
579,2,0.34365269348422484,5.4
580,-1,,7.5
581,1,0.24103685954011256,8.3
582,2,1.0,9.2
583,12,0.18910653721331216,9.2
584,-1,,7.9
585,2,1.0,10.0
586,-1,,7.9
587,-1,,6.7
588,0,1.0,6.7
589,-1,,9.2
590,-1,,7.1
591,1,0.19503103319488146,6.3
592,1,0.5247449677312955,9.2
593,1,0.4155575201017428,9.2
594,0,0.3456757385996911,6.7
595,0,0.24863050586644647,9.6
596,-1,,9.6
597,3,0.2785533871270905,9.2
598,0,0.4846117074866907,10.0
599,-1,,8.8
600,-1,,10.0
601,0,1.0,9.6
602,0,0.21480106603457225,10.0
603,1,0.2116654667554808,7.5
604,8,1.0,9.6
605,0,1.0,10.0
606,-1,,7.5
607,5,1.0,9.2
608,0,0.4393236665711223,10.0
609,1,0.4610057839010794,10.0
610,-1,,9.2
611,-1,,10.0
612,1,0.3502866151067417,10.0
613,-1,,9.6
614,0,1.0,10.0
615,0,0.2401299808058068,10.0
616,6,0.3332678584987872,10.0
617,0,0.4926034310792557,9.2
618,-1,,9.6
619,2,0.3011965771044384,7.9
620,9,1.0,9.2
621,-1,,9.6
622,1,1.0,8.3
623,9,0.5937734290130379,9.6
624,0,1.0,10.0
625,3,0.09971858773736063,2.9
626,-1,,8.8
627,-1,,7.1
628,0,0.2960815846007973,8.8
629,7,1.0,9.6
630,6,0.23616496093493206,6.7
631,6,1.0,7.9
632,-1,,9.6
633,2,0.6415860213440475,9.6
634,0,0.16786871461415012,10.0
635,5,0.12246535642838503,10.0
636,3,0.33034846499024145,4.2
637,0,0.2959951213661056,9.6
638,-1,,9.6
639,3,0.08862248913419142,10.0
640,7,0.2004955645808876,10.0
641,9,0.42405336294903845,9.6
642,6,0.4051732969121769,8.3
643,-1,,10.0
644,-1,,10.0
645,0,0.653343945222093,8.8
646,12,1.0,10.0
647,10,0.34933002632184923,9.2
648,0,0.26551354467326505,10.0
649,11,1.0,9.2
650,-1,,8.3
651,7,1.0,7.9
652,-1,,8.3
653,-1,,9.2
654,-1,,9.6
655,0,1.0,7.5
656,13,1.0,9.6
657,1,0.5879695468470731,7.5
658,0,0.2654112620124802,7.5
659,2,0.8112572618125905,9.6
660,2,0.44245628455974245,4.6
661,3,0.17354443646529014,4.2
662,0,0.25470887614259796,10.0
663,0,0.3940324093196938,9.6
664,1,1.0,7.9
665,-1,,6.7
666,7,0.15833109352663827,10.0
667,0,0.2233963473027301,9.2
668,3,0.08432189682786773,7.1
669,12,0.5333249299792728,8.8
670,-1,,2.5
671,-1,,4.6
672,0,0.4390642344567884,9.6
673,8,1.0,6.3
674,2,1.0,9.6
675,9,1.0,9.2
676,3,1.0,7.1
677,11,0.3309551239149544,7.5
678,-1,,9.6
679,-1,,10.0
680,1,0.22296596718180106,10.0
681,4,0.05885978861021904,8.8
682,0,0.18189068099376374,7.1
683,-1,,7.5
684,5,0.05318903610776698,8.3
685,-1,,8.8
686,8,1.0,9.6
687,0,1.0,10.0
688,1,1.0,7.1
689,0,0.598609048819309,8.8
690,-1,,7.5
691,9,1.0,10.0
692,-1,,6.3
693,-1,,10.0
694,-1,,8.8
695,-1,,10.0
696,-1,,7.9
697,3,0.0927136854657606,6.3
698,8,0.09131126963994592,5.4
699,2,0.38931765319514916,9.2
700,-1,,9.6
701,-1,,9.6
702,7,0.1842292357640091,8.8
703,6,0.3426966938216731,7.9
704,6,1.0,6.3
705,0,0.4348174672841927,10.0
706,5,0.33630688991325386,8.3
707,7,1.0,7.5
708,-1,,10.0
709,-1,,9.2
710,6,0.5284940578914711,8.8
711,0,0.7091332863687597,9.6
712,-1,,7.9
713,-1,,5.8
714,0,0.20210890356617095,10.0
715,1,0.7835024730541177,10.0
716,0,0.49605621310201714,8.8
717,8,0.5752020320065507,9.2
718,2,1.0,4.2
719,-1,,10.0
720,13,1.0,3.8
721,0,1.0,10.0
722,-1,,2.9
723,-1,,8.0
724,8,0.2054171657993337,6.7
725,0,0.2048510056072558,9.2
726,-1,,10.0
727,2,0.5190611889555056,10.0
728,3,0.10685125400227989,7.9
729,0,0.10970266246951743,10.0
730,-1,,5.4
731,6,1.0,8.3
732,0,0.44790543094826835,7.9
733,11,1.0,9.2
734,1,0.5136969714598335,9.2
735,7,1.0,10.0
736,3,0.4738654765116282,9.6
737,-1,,9.6
738,6,0.18701157081280173,8.3
739,0,1.0,9.6
740,3,1.0,6.7
741,3,1.0,8.3
742,4,0.531541230102712,10.0
743,8,0.19180303709602572,7.9
744,7,0.17792534518710754,10.0
745,6,1.0,8.3
746,-1,,6.7
747,4,0.5135033415199103,10.0
748,0,0.2829595085980366,9.6
749,0,1.0,10.0
750,-1,,6.3
751,-1,,7.1
752,0,0.4174501611850437,8.3
753,-1,,7.5
754,-1,,10.0
755,-1,,6.7
756,0,0.13279882299573387,10.0
757,0,1.0,10.0
758,-1,,3.3
759,-1,,7.5
760,5,0.05721721679239838,9.6
761,-1,,9.6
762,0,1.0,9.6
763,0,0.44027448951447123,9.2
764,3,0.1716090725280032,2.5
765,7,1.0,10.0
766,0,1.0,7.9
767,-1,,6.3
768,4,1.0,10.0
769,5,0.08136778502023546,9.5
770,-1,,9.2
771,2,0.39420154824860537,6.7
772,11,0.48733974743981234,9.6
773,-1,,7.1
774,2,1.0,8.8
775,-1,,8.8
776,0,0.37245606435525,10.0
777,0,0.42565034017445397,9.6
778,-1,,5.4
779,6,1.0,8.8
780,13,1.0,10.0
781,0,1.0,7.5
782,4,1.0,10.0
783,8,1.0,7.9
784,6,0.5864669888090278,8.3
785,-1,,9.2
786,0,0.25043881670236484,9.2
787,-1,,9.6
788,0,0.5686765271270329,9.6
789,6,0.5809076421828161,7.1
790,6,0.11875505338038427,10.0
791,0,1.0,9.6
792,-1,,8.3
793,14,1.0,7.5
794,5,1.0,7.1
795,4,1.0,10.0
796,3,0.6292992538720245,7.5
797,-1,,6.7
798,2,0.5980696079895619,2.5
799,6,0.5362541316642713,7.9
800,-1,,10.0
801,0,1.0,9.2
802,4,0.7900240650680546,9.6
803,-1,,4.2
804,-1,,9.6
805,2,0.42898045963819276,9.2
806,-1,,9.6
807,3,1.0,7.1
808,0,0.23123054575384178,6.3
809,11,0.18925684526829395,8.3
810,0,0.3249584703300753,9.2
811,-1,,10.0
812,-1,,7.9
813,-1,,6.7
814,6,0.31478245464386734,6.3
815,11,1.0,8.3
816,9,1.0,9.6
817,7,0.14499931920821332,10.0
818,0,0.4346787735692777,9.2
819,0,1.0,9.2
820,14,0.3973975935878133,9.6
821,1,0.6815667279278622,9.6
822,-1,,7.1
823,6,0.46398244491434126,6.7
824,13,1.0,9.2
825,6,0.3092856919768544,9.6
826,-1,,8.8
827,0,0.22423708099576928,7.5
828,0,1.0,10.0
829,1,1.0,10.0
830,0,0.43443451724653,7.1
831,2,0.13006240040968758,9.6
832,-1,,8.8
833,-1,,7.5
834,11,1.0,10.0
835,-1,,8.8
836,1,0.3701405249548452,9.6
837,0,0.15240280457162278,10.0
838,0,0.1575516192936955,9.2
839,0,1.0,9.2
840,1,1.0,7.9
841,0,0.4533580750910203,7.1
842,4,1.0,8.8
843,9,0.7882603473892053,10.0
844,0,0.501032669465437,9.6
845,0,0.5916914859257045,10.0
846,2,0.653055405840886,8.3
847,0,0.4075452212675382,9.2
848,-1,,10.0
849,3,0.5707853828447412,2.5
850,0,1.0,9.6
851,0,1.0,8.3
852,0,0.22921165719913958,10.0
853,1,0.6706636376042264,9.6
854,1,1.0,8.8
855,6,1.0,7.1
856,-1,,5.0
857,-1,,8.3
858,-1,,8.8
859,1,1.0,5.4
860,1,0.2179969076982786,7.5
861,1,0.274146892298958,7.1
862,14,1.0,6.3
863,0,0.09611312192960987,10.0
864,2,0.364404104144015,9.6
865,1,0.605129656415798,7.5
866,0,0.3869278073444152,9.6
867,-1,,9.2
868,14,1.0,7.9
869,-1,,10.0
870,-1,,7.5
871,3,1.0,7.1
872,0,0.3163101297088738,5.4
873,7,1.0,9.6
874,2,0.5892420382528482,10.0
875,14,1.0,10.0
876,2,1.0,6.7
877,-1,,10.0
878,-1,,8.3
879,0,0.2252339352562606,9.2
880,3,0.14395313751748565,5.8
881,-1,,10.0
882,-1,,7.5
883,2,1.0,7.5
884,3,0.07427889859961395,5.8
885,0,0.20639153690954135,9.6
886,7,1.0,7.5
887,-1,,8.8
888,8,1.0,7.1
889,3,1.0,9.6
890,-1,,7.9
891,3,0.1568494201843603,5.4
892,0,0.7392579025964345,7.9
893,0,0.21329370290895652,2.5
894,1,1.0,7.9
895,-1,,9.2
896,3,0.27830563273558956,8.8
897,8,0.5520848059731867,7.9
898,1,1.0,10.0
899,6,1.0,6.7
900,1,0.21442059723216494,8.8
901,0,0.3849570744866221,10.0
902,4,0.5803506300108636,9.2
903,-1,,7.5
904,-1,,9.6
905,14,1.0,5.4
906,-1,,7.1
907,-1,,8.3
908,2,0.44567697287601743,7.5
909,0,0.2235602875414519,5.0
910,-1,,8.8
911,7,1.0,5.0
912,-1,,9.6
913,5,0.11867780181228618,8.8
914,7,0.11354981003435476,9.6
915,12,1.0,9.2
916,0,1.0,9.6
917,0,0.20658990197076962,7.5
918,-1,,8.3
919,2,0.2828947792972688,8.8
920,0,0.29524616563304773,9.2
921,-1,,7.1
922,-1,,9.6
923,5,0.11319007244601975,6.7
924,-1,,10.0
925,1,0.2222355078062438,7.9
926,-1,,2.5
927,0,0.13237652873141423,9.2
928,11,1.0,9.2
929,0,0.2785947729055511,10.0
930,-1,,8.3
931,-1,,10.0
932,1,0.2621128975492836,7.5
933,-1,,10.0
934,-1,,10.0
935,-1,,8.3
936,0,0.3396451582001905,6.7
937,-1,,9.6
938,0,1.0,10.0
939,4,0.052865891654903005,10.0
940,1,0.22381211137341983,7.9
941,-1,,6.7
942,0,1.0,9.6
943,5,0.17881372653801095,10.0
944,1,0.3134617724230842,7.5
945,8,0.6136913774984424,9.2
946,1,0.5361497094449719,7.5
947,2,0.41613975746713894,8.3
948,0,0.08311020047306636,7.1
949,0,0.24497571330250553,10.0
950,-1,,3.8
951,-1,,5.4
952,4,1.0,8.8
953,0,0.21533353744606007,4.2
954,1,1.0,7.5
955,1,0.44564556969448355,8.3
956,-1,,6.3
957,3,0.1042490316277856,9.6
958,2,0.4442151402427342,9.2
959,-1,,7.9
960,-1,,9.6
961,-1,,8.8
962,1,0.2811067936835616,7.1
963,5,0.1115171610385621,10.0
964,0,0.33173723852591336,7.5
965,12,1.0,7.5
966,0,0.40321943701840973,9.6
967,-1,,7.9
968,13,0.15245240096781645,10.0
969,0,0.15966915936899864,9.2
970,5,0.14541926533431337,7.9
971,1,0.43193345252831794,7.1
972,2,0.4202380665981083,8.8
973,2,0.3902169361759681,6.3
974,-1,,8.3
975,-1,,9.6
976,1,0.2662677405681243,9.6
977,2,0.46013129749680315,9.2
978,7,0.3153632055596573,10.0
979,2,1.0,7.5
980,1,0.3486005450285016,8.3
981,0,0.3027865993210742,3.8
982,2,1.0,7.5
983,0,1.0,10.0
984,-1,,9.6
985,0,0.2486399076113074,9.2
986,9,0.3072142264541556,7.5
987,-1,,6.7
988,1,0.444752322812203,10.0
989,3,0.10296001645116294,4.6
990,2,0.5115862383184145,8.8
991,0,0.10912398507219961,10.0
992,11,0.6229993545990629,10.0
993,10,1.0,9.2
994,-1,,7.5
995,2,0.22846392353533904,10.0
996,0,0.29266123539287714,10.0
997,-1,,8.8
998,0,0.38726859252149054,10.0
999,0,0.2797067427372342,9.2
1000,5,1.0,9.6
